10	37173365.104866
10	37147151.264248
10	37145972.276389
10	37157746.128103
10	37135422.276450
10	37148853.675939
10	37181092.842737
10	37169259.978001
10	37167306.027185
10	37155597.387163
1	39017397.885519
11	37026706.787481
11	37032924.685794
11	37068115.939535
11	37050022.321946
11	37027413.600090
11	37061426.142480
11	37075844.394871
11	37043502.572578
11	37067109.480020
11	37021327.961280
1	39017397.885519
1	39017397.885519
1	39017397.885519
1	39017397.885519
1	39017397.885519
1	39017397.885519
1	39017397.885519
1	39017397.885519
1	39017397.885519
2	38626209.474047
2	38626209.545453
2	38626209.523362
2	38626209.543654
2	38626209.460536
2	38626209.596648
2	38626209.463166
2	38626209.642111
2	38626209.561958
2	38626209.523900
3	38298552.113445
3	38298552.419723
3	38298552.463344
3	38298552.351597
3	38298552.382124
3	38298551.780185
3	38298552.247503
3	38298551.983965
3	38298552.505896
3	38298552.115721
4	38070128.415476
4	38070128.722723
4	38070128.712904
4	38070128.232970
4	38070128.550007
4	38070128.743219
4	38070128.829245
4	38070132.367847
4	38070128.502866
4	38070140.595855
5	37877533.932930
5	37877534.228634
5	37877533.992557
5	37877534.237847
5	37877534.041127
5	37877534.163907
5	37877534.570339
5	37859351.059665
5	37877534.027187
5	37859351.588594
6	37666816.790691
6	37666816.878441
6	37666817.022685
6	37666816.903747
6	37666817.683966
6	37666817.155699
6	37666816.998162
6	37666816.792988
6	37666816.864276
6	37666816.515739
7	37526537.653197
7	37526722.550890
7	37526612.134515
7	37526650.814136
7	37526602.365183
7	37526652.036468
7	37526611.515575
7	37532687.374551
7	37526708.071552
7	37535431.362587
8	37420118.480305
8	37434123.904035
8	37397719.140273
8	37397731.984821
8	37394883.326740
8	37395470.710757
8	37395436.631472
8	37407480.156054
8	37395403.945273
8	37401525.713019
9	37333974.766587
9	37263845.898379
9	37281345.698422
9	37277539.194561
9	37271711.087734
9	37310470.820964
9	37285376.605658
9	37272974.316741
9	37293103.476456
9	37289375.228514
