"PC1" "PC2" "clus" "pop_clus" "pop" "lat" "long" "origin"
"157" 0.162434752088883 0.14268753451011 "6" "RUP" "Rupert" 51.481728 -78.832198 "CON"
"158" 0.153501928120848 -0.047759596481755 "7" "EAS" "Eastmain" 52.242126 -78.575722 "CON"
"159" 0.146903026956477 -0.0412174503862446 "7" "EAS" "Eastmain" 52.242126 -78.575722 "CON"
"160" 0.147593551045146 -0.0435751598712062 "7" "EAS" "Eastmain" 52.242126 -78.575722 "CON"
"161" 0.139045705855003 -0.0333430960962158 "7" "EAS" "Eastmain" 52.242126 -78.575722 "CON"
"162" 0.144620672331558 -0.0438886822999696 "7" "EAS" "Eastmain" 52.242126 -78.575722 "CON"
"163" 0.13721702349914 -0.03380692003724 "7" "EAS" "Eastmain" 52.242126 -78.575722 "CON"
"164" 0.145262726684429 -0.0342150257548775 "7" "EAS" "Eastmain" 52.242126 -78.575722 "CON"
"165" 0.138903721703984 -0.0373022235184081 "7" "EAS" "Eastmain" 52.242126 -78.575722 "CON"
"166" 0.141991351692437 0.0576800592411771 "6" "RUP" "Rupert" 51.481728 -78.832198 "CON"
"167" 0.102707973548018 -0.065144794540899 "7" "EAS" "Eastmain" 52.242126 -78.575722 "CON"
"168" 0.151458900113683 -0.0353600051258364 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"169" 0.148627333957713 -0.0262219921281986 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"170" 0.139599610027136 -0.0370283945047215 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"171" 0.136950923330732 -0.0424182698528469 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"172" 0.183226260245944 0.224966657895357 "8" "NOT" "Nottaway" 51.39132 -78.938977 "EAS"
"173" 0.1412749959022 -0.0221195252997434 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"174" 0.13999712120439 0.127536854932183 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"175" 0.143703897024549 0.11194114393681 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"176" 0.140856487050881 -0.0310063944279053 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"177" 0.151235068829338 -0.0400237883503669 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"178" 0.142600691435847 0.112587423934138 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"179" 0.147511219880197 -0.0422603399616794 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"180" 0.128766109196255 -0.0387434491074742 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"181" 0.151744087702831 0.12328717392266 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"182" 0.140821238988708 -0.0339125010245241 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"183" 0.154567138993263 -0.0322949700204379 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"184" 0.136969617109147 0.119349377261325 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"185" 0.140952457273727 -0.0434477759627717 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"186" 0.159314742035549 0.120232506721196 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"187" 0.15086992027921 0.129501982093831 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"188" 0.156460106357944 0.117564464603376 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"189" 0.148893009640578 0.135688461361015 "6" "RUP" "Rupert" 51.481728 -78.832198 "EAS"
"190" 0.157084314893038 -0.0285078052964404 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"191" 0.136493804828317 -0.0496478218743823 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"192" 0.155622516205986 -0.0364358475491719 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
"193" 0.134712521295088 -0.0309932474547915 "7" "EAS" "Eastmain" 52.242126 -78.575722 "EAS"
