coclTILs_014-21,EAS
coclTILs_015-21,EAS
coclEASs_719-22,EAS
coclFISs_024-22,EAS
coclEASs_725-22,EAS
coclEASs_726-22,EAS
coclFISs_027-22,EAS
coclEASs_730-22,EAS
coclFISs_021-22,EAS
coclEASs_707-22,EAS
coclFISs_022-22,EAS
coclEASs_709-22,EAS
coclFISs_026-22,EAS
coclEASs_737-22,EAS
coclEASs_776-22,EAS
coclCONs_599-21,RUP
coclCONs_684-21,RUP
coclCONs_681-21,RUP
coclEASm_003-20,RUP
coclEASm_004-20,RUP
coclEASm_008-20,RUP
coclEASm_012-20,RUP
coclEASm_018-20,RUP
coclEASm_019-20,RUP
coclEASm_021-20,RUP
coclEASm_023-20,RUP
coclEASm_024-20,RUP
coclEASm_025-20,RUP
coclFISs_024-21,RUP
coclFISs_036-21,RUP
coclFISs_037-21,RUP
coclFISs_006-21,RUP
coclFISs_019-21,RUP
coclFISs_038-21,RUP
coclFISs_017-21,RUP
coclFISs_009-21,RUP
coclFISs_020-21,RUP
coclFISs_021-21,RUP
coclFISs_032-21,RUP
coclJACs_088-21,RUP
coclJACs_070-21,RUP
coclJACs_071-21,RUP
coclJACs_075-21,RUP
coclJACs_090-21,RUP
coclJACs_072-21,RUP
coclJACs_091-21,RUP
coclJACs_079-21,RUP
coclJACs_082-21,RUP
coclJACs_096-21,RUP
coclJACs_097-21,RUP
coclJACs_066-21,RUP
coclNOTs_002-20,RUP
coclNOTs_7011-21,RUP
coclNOTs_7000-21,RUP
coclNOTs_7013-21,RUP
coclNOTs_7016-21,RUP
coclNOTs_7028-21,RUP
coclNOTs_7004-21,RUP
coclNOTs_7017-21,RUP
coclNOTs_7029-21,RUP
coclNOTs_7030-21,RUP
coclNOTs_7031-21,RUP
coclNOTs_7034-21,RUP
coclNOTs_7010-21,RUP
coclRUPs_024-20,RUP
coclRUPs_006-20,RUP
coclRUPs_023-20,RUP
coclRUPs_019-20,RUP
coclRUPs_010-20,RUP
coclRUPs_007-20,RUP
coclRUPs_022-20,RUP
coclRUPs_021-20,RUP
coclRUPs_008-20,RUP
coclRUPs_014-20,RUP
coclRUPs_015-20,RUP
coclRUPs_004-20,RUP
coclRUPs_020-20,RUP
coclRUPs_017-20,RUP
coclRUPs_013-20,RUP
coclRUPs_003-20,RUP
coclRUPs_011-20,RUP
coclRUPs_005-20,RUP
coclRUPs_001-20,RUP
coclRUPs_012-20,RUP
coclRUPs_009-20,RUP
coclRUPs_018-20,RUP
coclRUPs_002-20,RUP
coclRUPs_034-20,RUP
coclRUPs_035-20,RUP
coclRUPs_025-20,RUP
coclRUPs_026-20,RUP
coclRUPs_038-20,RUP
coclRUPs_027-20,RUP
coclRUPs_039-20,RUP
coclRUPs_028-20,RUP
coclRUPs_029-20,RUP
coclRUPs_030-20,RUP
coclRUPs_031-20,RUP
coclRUPs_033-20,RUP
coclSABs_012-20,RUP
coclTILs_009-21,RUP
coclTILs_001-21,RUP
coclTILs_002-21,RUP
coclEASs_721-22,RUP
coclEASs_727-22,RUP
coclFISs_028-22,RUP
coclEASs_739-22,RUP
coclEASs_777-22,RUP
coclEASs_736-22,RUP
coclEASm_001-20,NOT
coclNOTs_7012-21,NOT
coclNOTs_7025-21,NOT
coclNOTs_7026-21,NOT
coclNOTs_7015-21,NOT
coclNOTs_7027-21,NOT
coclNOTs_7006-21,NOT
coclNOTs_7018-21,NOT
coclNOTs_7020-21,NOT
coclNOTs_7021-21,NOT
coclNOTs_7022-21,NOT
coclNOTs_7024-21,NOT
coclNOTs_7002-21,NOT
coclRUPs_036-20,NOT
coclRUPs_037-20,NOT
coclRUPs_040-20,NOT
